CC,CCL,CCO,CI,CLC,CLLC,McCC,NL,NLE,CD,CLOC,DLOC,TCD,TCLOC,LLOC,LOC,NOS,NUMPAR,TLLOC,TLOC,TNOS,HOR_D,HOR_T,HON_D,HON_T,HLEN,HVOC,HDIFF,HVOL,HEFF,HBUGS,HTIME,CYCL,PARAMS,CYCL_DENS,Vuln,repo,holdout
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,2,3,7,8,11,9,1.1428571428571428,34.86917501586544,39.85048573241764,0.0116230583386218,2.2139158740232023,1,1,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,5,1,1,0.217391,5,0,0.217391,5,18,27,9,1,18,27,9,13,35,27,50,85,40,12.037037037037036,452.3638880654258,5445.120874861607,0.1507879626884752,302.5067152700893,5,1,35.714285714285715,0,angular/angular.js,False
0.0,0,0,0,0.0,0,12,2,2,0.0612245,3,0,0.104478,7,46,54,23,2,60,72,33,19,82,44,99,181,63,21.375,1081.887666153485,23125.348864030744,0.3606292220511616,1284.7416035572635,10,2,28.57142857142857,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,1,1,1,2,3,2,1.0,3.0,3.0,0.001,0.1666666666666666,1,1,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,5,2,2,0.117647,2,1,0.117647,2,15,18,11,3,15,18,11,8,17,11,26,43,19,9.454545454545457,182.66088307807416,1726.975621829065,0.0608869610260247,95.94309010161471,5,3,50.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,5,5,2,2,5,5,2,4,5,6,8,13,10,2.6666666666666665,43.18506523353572,115.16017395609524,0.0143950217445119,6.397787442005291,2,2,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,7,7,5,2,8,8,6,7,14,11,18,32,18,5.727272727272728,133.437600046154,764.2335275370638,0.0444792000153846,42.45741819650354,2,2,40.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,8,1,1,0.304348,7,0,0.382353,13,16,28,9,3,21,39,12,14,41,23,49,90,37,14.913043478260873,468.8508029066055,6991.992408563727,0.1562836009688685,388.4440226979848,7,3,77.77777777777779,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,2,2,3,4,6,5,1.3333333333333333,13.931568569324174,18.575424759098897,0.0046438561897747,1.0319680421721609,1,1,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,3,0,0,0.0,0,0,0.0,0,1,1,1,2,1,1,1,5,6,2,8,14,7,10.0,39.302968908806456,393.0296890880646,0.0131009896362688,21.8349827271147,2,2,200.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.142857,1,0,0.142857,1,6,7,2,0,6,7,2,4,8,12,12,20,16,2.0,80.0,160.0,0.0266666666666666,8.88888888888889,1,0,50.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,3,2,2,0.230769,3,0,0.230769,3,10,13,5,1,10,13,5,7,15,7,18,33,14,9.0,125.64271242790092,1130.7844118511082,0.0418809041426336,62.82135621395045,3,1,50.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,2,2,3,4,6,5,1.3333333333333333,13.931568569324174,18.575424759098897,0.0046438561897747,1.0319680421721609,1,1,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,2,3,4,5,8,6,1.25,20.67970000576925,25.84962500721156,0.0068932333352564,1.43609027817842,1,1,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,3,1,1,0.461538,6,0,0.461538,6,7,13,3,2,7,13,3,7,9,7,14,23,14,7.0,87.56916320732489,612.9841424512742,0.0291897210691082,34.05467458062635,2,2,50.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,6,1,1,0.0,0,0,0.0,0,10,10,4,2,10,10,4,7,14,11,18,32,18,5.727272727272728,133.437600046154,764.2335275370638,0.0444792000153846,42.45741819650354,6,2,200.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,13,5,2,0.137931,4,0,0.137931,4,25,26,11,2,25,26,11,9,36,22,43,79,31,8.795454545454545,391.3815085205632,3442.378268124045,0.1304605028401877,191.24323711800247,7,2,53.84615384615385,0,angular/angular.js,False
0.0,0,0,0,0.0,0,7,3,2,0.0,0,0,0.0,0,13,13,6,2,13,13,6,8,16,11,21,37,19,7.636363636363637,157.17331799741265,1200.2326101620604,0.0523911059991375,66.6795894534478,6,2,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,0,1,1,1,1,1,1,1,2,2,0.5,2.0,1.0,0.0006666666666666,0.0555555555555555,1,0,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,0,1,1,1,1,1,1,1,2,2,0.5,2.0,1.0,0.0006666666666666,0.0555555555555555,1,0,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,0,1,1,1,1,1,1,1,2,2,0.5,2.0,1.0,0.0006666666666666,0.0555555555555555,1,0,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,4,2,2,0.0,0,0,0.0,0,9,9,7,4,9,9,7,6,14,6,23,37,12,11.5,132.6436125266828,1525.401544056852,0.0442145375088942,84.74453022538067,4,4,57.14285714285714,0,angular/angular.js,False
0.0,0,0,0,0.0,0,3,1,1,0.0,0,0,0.0,0,4,4,3,4,4,4,3,5,10,6,20,30,11,8.333333333333334,103.78294855911894,864.8579046593245,0.0345943161863729,48.04766136996247,3,4,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,4,1,1,1,3,4,4,10,14,7,3.75,39.302968908806456,147.38613340802422,0.0131009896362688,8.188118522668013,1,4,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,4,1,1,1,3,4,4,10,14,7,3.75,39.302968908806456,147.38613340802422,0.0131009896362688,8.188118522668013,1,4,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,4,1,1,1,3,4,4,10,14,7,3.75,39.302968908806456,147.38613340802422,0.0131009896362688,8.188118522668013,1,4,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,4,1,1,1,3,4,4,10,14,7,3.75,39.302968908806456,147.38613340802422,0.0131009896362688,8.188118522668013,1,4,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,4,1,1,1,3,4,4,10,14,7,3.75,39.302968908806456,147.38613340802422,0.0131009896362688,8.188118522668013,1,4,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,4,1,1,1,3,4,4,10,14,7,3.75,39.302968908806456,147.38613340802422,0.0131009896362688,8.188118522668013,1,4,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,4,1,1,1,3,4,4,10,14,7,3.75,39.302968908806456,147.38613340802422,0.0131009896362688,8.188118522668013,1,4,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,4,1,1,1,3,4,4,10,14,7,3.75,39.302968908806456,147.38613340802422,0.0131009896362688,8.188118522668013,1,4,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,4,1,1,1,3,4,4,10,14,7,3.75,39.302968908806456,147.38613340802422,0.0131009896362688,8.188118522668013,1,4,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,4,1,1,1,3,4,4,10,14,7,3.75,39.302968908806456,147.38613340802422,0.0131009896362688,8.188118522668013,1,4,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,4,1,1,1,3,4,4,10,14,7,3.75,39.302968908806456,147.38613340802422,0.0131009896362688,8.188118522668013,1,4,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,4,1,1,1,3,4,4,10,14,7,3.75,39.302968908806456,147.38613340802422,0.0131009896362688,8.188118522668013,1,4,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,0,0,0.0,0,0,0.0,0,1,1,1,4,1,1,1,3,4,4,10,14,7,3.75,39.302968908806456,147.38613340802422,0.0131009896362688,8.188118522668013,1,4,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,0,0,0.0,0,0,0.0,0,1,1,1,4,1,1,1,3,4,4,10,14,7,3.75,39.302968908806456,147.38613340802422,0.0131009896362688,8.188118522668013,2,4,200.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,4,1,1,1,3,4,4,10,14,7,3.75,39.302968908806456,147.38613340802422,0.0131009896362688,8.188118522668013,1,4,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,4,1,1,1,2,4,4,12,16,6,3.0,41.3594000115385,124.07820003461548,0.0137864666705128,6.893233335256416,1,4,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,3,1,1,1,3,3,3,6,9,6,3.0,23.264662506490403,69.79398751947122,0.0077548875021634,3.877443751081734,1,3,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,2,2,2,4,6,4,2.0,12.0,24.0,0.004,1.3333333333333333,1,1,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,12,9,3,0.0196078,1,0,0.0196078,1,50,53,36,1,50,53,36,18,141,35,155,296,53,39.85714285714286,1695.4644545507072,67576.36897423533,0.565154818183569,3754.242720790852,11,1,20.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,5,6,5,6,12,10,3.0,39.86313713864836,119.58941141594508,0.0132877123795494,6.643856189774726,1,1,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,5,6,5,6,12,10,3.0,39.86313713864836,119.58941141594508,0.0132877123795494,6.643856189774726,1,1,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,3,1,1,0.0,0,0,0.0,0,4,4,2,1,4,4,2,9,15,9,17,32,18,8.5,133.437600046154,1134.2196003923088,0.0444792000153846,63.01220002179494,3,1,150.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,3,4,3,5,9,6,2.5,23.264662506490403,58.161656266226,0.0077548875021634,3.2312031259014447,1,1,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,6,0,0,0.2,1,0,0.2,1,4,5,1,1,4,5,1,3,12,7,13,25,10,2.7857142857142856,83.04820237218406,231.34856375108416,0.0276827341240613,12.852697986171345,6,1,600.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,6,0,0,0.0,0,0,0.0,0,5,5,1,1,5,5,1,5,12,7,13,25,12,4.642857142857143,89.62406251802891,416.11171883370565,0.0298746875060096,23.11731771298365,4,1,400.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,3,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,5,7,5,8,15,10,4.0,49.82892142331044,199.31568569324176,0.0166096404744368,11.073093649624544,3,1,300.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,3,1,1,0.0,0,0,0.0,0,8,8,3,3,8,8,3,8,21,17,31,52,25,7.294117647058823,241.48052186828568,1761.3873359804368,0.0804935072894285,97.85485199891316,3,3,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,14,5,3,0.0,0,0,0.0,0,34,34,17,0,34,34,18,20,83,26,84,167,46,32.30769230769231,922.4348466615212,29801.74119983376,0.307478282220507,1655.6522888796533,8,0,30.76923076923077,0,angular/angular.js,False
0.0,0,0,0,0.0,0,12,3,3,0.0322581,2,0,0.03125,2,60,70,35,0,62,73,37,18,111,36,128,239,54,32.0,1375.4181130170691,44013.37961654621,0.458472704339023,2445.1877564747897,12,0,25.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,8,4,4,0.0,0,0,0.0,0,41,41,27,1,41,41,28,18,84,39,96,180,57,22.153846153846157,1049.9202025496536,23259.770641100014,0.3499734008498845,1292.209480061112,8,1,21.62162162162162,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,5,5,3,3,5,5,3,2,6,4,12,18,6,3.0,46.529325012980806,139.58797503894243,0.0155097750043269,7.754887502163468,1,3,33.33333333333333,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,1,1,1,1,2,2,0.5,2.0,1.0,0.0006666666666666,0.0555555555555555,1,0,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,11,16,8,1,11,16,8,8,30,13,32,62,21,9.846153846153848,272.32368021228314,2681.340851320942,0.090774560070761,148.96338062894122,2,1,25.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,9,4,2,0.0,0,0,0.0,0,35,36,27,0,35,36,27,10,76,26,81,157,36,15.576923076923077,811.678225226443,12643.449277565747,0.2705594084088143,702.4138487536526,9,0,26.47058823529412,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,5,5,1,2,5,5,1,4,10,10,18,28,14,3.6,106.6059378176129,383.7813761434064,0.0355353126058709,21.321187563522574,1,2,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,5,5,3,0,5,5,3,6,10,8,12,22,14,4.5,83.76180828526728,376.9281372837028,0.0279206027617557,20.94045207131682,2,0,66.66666666666666,0,angular/angular.js,False
0.0,0,0,0,0.0,0,10,2,2,0.0,0,0,0.0,0,11,11,6,4,11,11,6,10,29,12,29,58,22,12.083333333333332,258.64703388096325,3125.318326061639,0.086215677960321,173.62879589231326,7,4,116.66666666666669,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,8,8,5,4,8,8,5,6,10,10,17,27,16,5.1,108.0,550.8,0.036,30.6,2,4,40.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,5,5,2,1,5,5,2,5,10,7,11,21,12,3.928571428571429,75.28421251514429,295.75940630949543,0.025094737505048,16.431078128305302,2,1,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,6,5,1,2,7,7,2,6,6,5,8,14,11,4.800000000000001,48.43204266092217,232.4738047724265,0.0161440142203073,12.915211376245914,1,2,50.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,3,0,0,0.0,0,0,0.0,0,6,5,1,3,7,7,2,7,10,6,13,23,13,7.583333333333333,85.11011351724513,645.4183608391088,0.0283700378390817,35.85657560217271,1,3,50.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,0,0,0.0,0,0,0.0,0,6,5,1,3,7,7,2,7,8,6,11,19,13,6.416666666666666,70.30835464468075,451.1452756367014,0.0234361182148935,25.063626424261187,1,3,50.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,6,3,3,0.142857,2,0,0.0869565,2,12,14,6,0,21,23,14,14,26,16,26,52,30,11.375,255.15831097164295,2902.425787302439,0.0850527703238809,161.24587707235773,5,0,83.33333333333334,0,angular/angular.js,False
1.0,1,3,1,1.0,0,3,2,2,0.0,0,0,0.0,0,11,11,6,0,11,11,6,8,18,10,18,36,18,7.2,150.11730005192322,1080.8445603738471,0.0500391000173077,60.0469200207693,3,0,42.85714285714285,0,angular/angular.js,False
0.0,0,0,0,0.0,0,3,2,2,0.0,0,0,0.0,0,15,15,8,0,21,21,15,10,27,13,22,49,23,8.461538461538462,221.65453584679364,1875.5383802421,0.0738848452822645,104.19657668011666,3,0,33.33333333333333,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,3,3,2,2,5,5,1.5,11.60964047443681,17.414460711655217,0.0038698801581456,0.9674700395364008,1,0,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,3,2,2,0.0,0,0,0.0,0,15,15,9,0,16,16,10,9,27,16,27,54,25,7.59375,250.76823424783512,1904.2712788194976,0.083589411415945,105.79284882330543,3,0,33.33333333333333,0,angular/angular.js,False
0.0,0,0,0,0.0,0,3,2,2,0.0,0,0,0.0,0,15,15,9,0,15,15,9,7,27,12,27,54,19,7.875,229.3880857259536,1806.4311750918848,0.0764626952419845,100.3572875051047,3,0,27.27272727272727,0,angular/angular.js,False
1.0,1,3,1,1.0,0,3,2,2,0.0,0,0,0.0,0,11,11,6,0,11,11,6,8,18,9,18,36,17,8.0,147.14866228501225,1177.189298280098,0.049049554095004,65.39940546000544,3,0,42.85714285714285,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,8,8,5,0,8,8,5,6,16,9,17,33,15,5.666666666666666,128.92738965508113,730.588541378793,0.0429757965516937,40.58825229882184,2,0,40.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,8,8,5,0,8,8,5,6,16,12,20,36,18,5.0,150.11730005192322,750.5865002596161,0.0500391000173077,41.69925001442312,2,0,40.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,8,8,5,0,8,8,5,6,16,12,20,36,18,5.0,150.11730005192322,750.5865002596161,0.0500391000173077,41.69925001442312,2,0,40.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,8,8,5,0,8,8,5,6,16,9,18,34,15,6.0,132.83428025068963,797.0056815041378,0.0442780934168965,44.27809341689655,2,0,40.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,8,8,5,0,8,8,5,6,16,10,19,35,16,5.699999999999999,140.0,797.9999999999999,0.0466666666666666,44.33333333333333,2,0,40.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,4,3,1,0.0,0,0,0.0,0,12,12,8,0,12,12,8,7,34,13,30,64,20,8.076923076923077,276.6033980727912,2234.104369049468,0.0922011326909304,124.11690939163708,4,0,36.36363636363637,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,10,10,4,1,14,15,9,8,18,12,19,37,20,6.333333333333333,159.91133951083242,1012.7718169019386,0.0533037798369441,56.26510093899659,1,1,20.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0333333,1,10,11,4,1,29,33,22,8,14,10,14,28,18,5.6,116.75790004038474,653.8442402261545,0.0389193000134615,36.32468001256414,1,1,20.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,3,2,2,0.0,0,0,0.04,1,12,14,7,2,24,31,18,10,21,14,21,42,24,7.5,192.56842503028855,1444.2631877271644,0.0641894750100962,80.23684376262025,3,2,37.5,1,angular/angular.js,False
0.0,0,0,0,0.0,0,5,3,3,0.0434783,1,0,0.0357143,1,22,23,12,0,27,29,18,14,35,19,34,69,33,12.526315789473683,348.0631942357333,4359.949485689712,0.1160210647452444,242.21941587165065,5,0,33.33333333333333,0,angular/angular.js,False
0.0,0,0,0,0.0,0,6,3,3,0.0384615,1,0,0.03125,1,25,26,14,0,31,33,21,15,48,23,49,97,38,15.97826086956522,509.04896880402777,8133.717218933923,0.1696829896013426,451.8731788296624,6,0,30.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,8,3,3,0.0333333,1,0,0.0322581,1,29,31,24,5,30,32,26,16,55,24,70,125,40,23.33333333333333,665.2410118609204,15522.290276754808,0.2217470039536401,862.3494598197116,7,5,29.166666666666668,1,angular/angular.js,False
0.649351,2,45,7,0.582524,0,2,1,1,0.357143,5,5,0.0526316,5,9,10,7,7,90,103,97,6,11,11,26,37,17,7.090909090909092,151.23612512626258,1072.4016145316805,0.0504120417087541,59.57786747398224,2,7,33.33333333333333,0,angular/angular.js,False
0.0,0,0,0,0.0,0,6,2,2,0.230769,9,0,0.179104,12,30,42,17,3,55,70,26,13,46,33,64,110,46,12.606060606060606,607.5918151662714,7659.339245732391,0.2025306050554238,425.5188469851328,6,3,30.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.833333,70,9,0.576,72,14,82,6,0,53,132,33,7,19,13,23,42,20,6.192307692307692,181.52097998526924,1124.033760678013,0.060506993328423,62.446320037667405,1,0,12.5,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,0,1,1,1,1,1,1,1,2,2,0.5,2.0,1.0,0.0006666666666666,0.0555555555555555,1,0,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,2,3,3,1,2,2,3,5,7,5,1.6666666666666667,16.253496664211536,27.089161107019223,0.0054178322214038,1.5049533948344014,1,2,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,2,3,3,1,3,4,7,10,14,10,2.142857142857143,46.50699332842308,99.65784284662088,0.0155023311094743,5.536546824812271,1,2,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,0,1,1,1,1,1,1,1,2,2,0.5,2.0,1.0,0.0006666666666666,0.0555555555555555,1,0,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,2,3,3,1,2,2,4,6,8,6,1.5,20.67970000576925,31.019550008653876,0.0068932333352564,1.723308333814104,1,2,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,3,3,1,2,3,3,1,3,5,5,11,16,8,3.3000000000000003,48.0,158.4,0.016,8.8,2,2,200.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,2,3,3,1,2,2,5,7,9,7,1.4,25.26619429851844,35.372672017925815,0.0084220647661728,1.965148445440323,1,2,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,3,2,2,0.0,0,0,0.0,0,10,10,8,2,10,10,8,9,14,8,18,32,17,10.125,130.79881092001088,1324.33796056511,0.0435996036400036,73.57433114250611,3,2,42.85714285714285,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,7,7,6,3,7,7,6,9,16,12,22,38,21,8.25,166.9080620655929,1376.9915120411415,0.0556360206885309,76.49952844673008,2,3,40.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,1,1,1,1,2,2,0.5,2.0,1.0,0.0006666666666666,0.0555555555555555,1,0,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,2,3,3,1,3,4,5,9,13,8,2.7,39.0,105.3,0.013,5.8500000000000005,1,2,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,0,0,0.0,0,0,0.0,0,3,3,1,3,3,3,1,3,4,5,8,12,8,2.4000000000000004,36.0,86.4,0.012,4.800000000000001,2,3,200.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,5,5,4,3,5,5,4,8,13,12,21,34,20,7.0,146.94555522617034,1028.6188865831923,0.0489818517420567,57.14549369906624,2,3,50.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,6,2,2,0.0,0,0,0.0,0,17,18,12,2,17,18,13,10,32,19,44,76,29,11.578947368421051,369.2065556296955,4275.023275712264,0.1230688518765651,237.5012930951258,4,2,26.666666666666668,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,1,1,0.142857,1,0,0.142857,1,6,7,5,3,6,7,5,8,19,13,26,45,21,8.0,197.65428402504423,1581.234272200354,0.0658847613416814,87.84634845557521,2,3,40.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,5,1,1,0.0666667,1,0,0.0666667,1,14,19,11,2,14,19,11,11,40,24,58,98,35,13.291666666666666,502.6697356606067,6681.318569822231,0.1675565785535355,371.1843649901239,5,2,50.0,1,angular/angular.js,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,7,7,6,2,7,7,6,9,14,9,17,31,18,8.5,129.26767504471167,1098.7752378800492,0.0430892250149038,61.043068771113845,2,2,40.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,8,8,7,2,8,8,7,9,18,11,21,39,20,8.590909090909092,168.55519570060713,1448.0423630643068,0.0561850652335357,80.44679794801704,2,2,33.33333333333333,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,2,2,1,1,2,2,2,3,3,3,4,7,6,2.0,18.09473750504809,36.18947501009619,0.0060315791683493,2.0105263894497885,1,1,100.0,0,angular/angular.js,False
0.909091,2,45,7,0.857143,0,27,2,2,0.0,0,0,0.0,0,64,70,60,2,64,70,65,12,119,18,139,258,30,46.333333333333336,1265.9777736669978,58656.97017990423,0.4219925912223326,3258.720565550235,21,2,34.42622950819672,0,angular/angular.js,False
0.0,0,0,0,0.0,0,12,1,1,0.0,0,0,0.0,0,18,24,25,2,18,24,25,10,44,11,48,92,21,21.818181818181817,404.093202895646,8816.578972268639,0.1346977342985486,489.8099429038133,11,2,44.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,1,1,0.0909091,1,0,0.0909091,1,10,11,6,2,10,11,6,8,20,11,28,48,19,10.181818181818182,203.9005206452921,2076.0780283884287,0.0679668402150973,115.3376682438016,2,2,25.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,3,1,1,0.1,2,0,0.1,2,18,20,2,2,18,20,2,5,26,28,34,60,33,3.0357142857142856,302.6636471615072,918.8003574545752,0.100887882387169,51.04446430303196,3,2,150.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,2,3,3,1,2,2,4,6,8,6,1.5,20.67970000576925,31.019550008653876,0.0068932333352564,1.723308333814104,1,2,100.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,8,8,4,1,8,8,4,7,10,5,9,19,12,6.3,68.11428751370197,429.1200113363224,0.0227047625045673,23.84000062979569,2,1,40.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,8,8,4,1,8,8,4,6,8,5,9,17,11,5.4,58.81033751683406,317.57582259090395,0.0196034458389446,17.64310125505022,2,1,40.0,0,angular/angular.js,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0645161,2,7,9,3,3,29,40,19,4,7,8,10,17,12,2.5,60.94436251225966,152.36090628064915,0.0203147875040865,8.464494793369397,1,3,33.33333333333333,0,angular/angular.js,False
