AVGNOAL,AVGNODL,AVGNOEMT,AVGNOML,AVGTBC,CC,CCL,CCO,CChurn,CD,CI,CLC,CLLC,CLOC,CYCL,CYCL_DENS,DLOC,HBUGS,HDIFF,HEFF,HLEN,HON_D,HON_T,HOR_D,HOR_T,HTIME,HVOC,HVOL,LDC,LLDC,LLOC,LOC,MNOAL,MNODL,MNOEMT,MNOML,McCC,NII,NL,NLE,NOADD,NOCC,NOCHG,NOContr,NODEL,NOI,NOMOD,NOS,NUMPAR,PARAMS,SOADD,SODEL,SOMOD,TCD,TCLOC,TLLOC,TLOC,TNOS,Vuln,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,repo
8.0,0.0,9266.0,0.0,0.0,1.0,1.0,2.0,8.0,0.0,1.0,1.0,1.0,0.0,1,100.0,0.0,0.008,1.5,36.0,8,5,5,3,3,2.0,8,24.0,8.0,8.0,4.0,4.0,8.0,0.0,9266.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2,8.0,0.0,0.0,0.0,0.0,8.0,8.0,4.0,0,0.0,0.0,0.0,0.0,0.0,Automattic/mongoose
5.0,0.0,9266.0,0.0,0.0,1.0,1.0,12.0,5.0,0.0,1.0,1.0,1.0,0.0,4,80.0,0.0,0.05420902501875,8.0,1301.0166004500013,39,10,20,8,19,72.27870002500008,18,162.62707505625016,5.0,5.0,5.0,5.0,5.0,0.0,9266.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0,0.0,0.0,0.0,0.0,0.0,Automattic/mongoose
6.0,0.0,9266.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,1.0,1.0,1.0,0.0,2,66.66666666666666,0.0,0.009357849740192,2.25,63.16548574629609,10,4,6,3,4,3.5091936525720047,7,28.07354922057604,6.0,6.0,6.0,6.0,6.0,0.0,9266.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1,6.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,0,0.0,0.0,0.0,0.0,0.0,Automattic/mongoose
7.833333500000001,2.0,2285.6155,2.25,112.5,1.0,1.0,12.0,45.0,0.04761905,1.0,1.0,1.0,2.0,10,38.46153846153847,0.0,0.2857832770809772,25.48148148148148,21846.54384796803,158,27,86,16,72,1213.6968804426683,43,857.3498312429315,45.0,40.0,40.0,45.0,35.0,2.0,7312.0,8.0,13.0,1.0,6.0,5.0,6.0,1.0,13.0,2.0,1.0,0.0,12.0,21.0,4.0,4,47.0,2.0,27.0,0.04761905,2.0,40.0,45.0,21.0,0,0.0,0.0,0.0,1.0,0.0,Automattic/mongoose
17.0,0.0,5431.0,0.0,0.0,1.0,1.0,6.0,17.0,0.0,1.0,1.0,1.0,0.0,1,100.0,0.0,0.008,1.5,36.0,8,5,5,3,3,2.0,8,24.0,10.0,10.0,4.0,4.0,17.0,0.0,5431.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2,17.0,0.0,0.0,0.0,0.0,10.0,10.0,6.0,0,0.0,0.0,0.0,0.0,0.0,Automattic/mongoose
3.0,0.0,9266.0,0.0,0.0,1.0,1.0,12.0,3.0,0.0,1.0,1.0,1.0,0.0,1,100.0,0.0,0.0051699250014423,1.5,23.264662506490406,6,3,3,3,3,1.2924812503605778,6,15.509775004326936,3.0,3.0,3.0,3.0,3.0,0.0,9266.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,Automattic/mongoose
10.0,0.0,9266.0,0.0,0.0,1.0,1.0,4.0,10.0,0.0,1.0,1.0,1.0,0.0,4,80.0,0.0,0.07504671940417,11.7,2634.139851086368,53,10,26,9,27,146.34110283813152,19,225.14015821251,10.0,9.0,9.0,10.0,10.0,0.0,9266.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1,10.0,0.0,0.0,0.0,0.0,9.0,10.0,5.0,0,0.0,0.0,0.0,1.0,0.0,Automattic/mongoose
14.0,0.0,4262.5,1.0,29.0,1.0,1.0,12.0,28.0,0.2,1.0,1.0,1.0,5.0,7,63.63636363636363,0.0,0.1502772880817352,11.666666666666668,5259.705082860734,91,21,49,10,42,292.20583793670744,31,450.8318642452057,30.0,20.0,20.0,30.0,26.0,0.0,8525.0,1.0,12.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,11.0,7.0,7,28.0,0.0,1.0,0.2,5.0,20.0,30.0,11.0,0,0.0,0.0,0.0,1.0,0.0,Automattic/mongoose
5.0,0.0,1572.6,1.0,285.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,25.0,0.0,0.0435996036400036,5.95,778.2529249740647,32,10,17,7,15,43.236273609670256,17,130.79881092001088,0.0,0.0,5.0,5.0,5.0,0.0,2778.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,4.0,3.0,0.0,0,5.0,0.0,4.0,0.0,0.0,5.0,5.0,3.0,0,0.0,0.0,0.0,0.0,0.0,Automattic/mongoose
1.0,0.0,8.0,0.0,0.0,1.0,1.0,12.0,1.0,0.0,1.0,1.0,1.0,0.0,2,200.0,0.0,0.0196034458389446,2.8571428571428568,168.02953576238303,17,7,10,4,7,9.33497420902128,11,58.81033751683406,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,Automattic/mongoose
4.0,0.0,9165.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,1,33.33333333333333,0.0,0.0228441295323456,4.0,274.1295543881475,18,7,8,7,10,15.229419688230417,14,68.53238859703687,12.0,12.0,6.0,6.0,4.0,0.0,9165.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0,4.0,0.0,0.0,0.0,0.0,12.0,12.0,7.0,0,0.0,0.0,0.0,0.0,0.0,Automattic/mongoose
3.0,0.0,9266.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0137363416729166,1.75,72.1157937828126,13,6,7,3,6,4.0064329879340335,9,41.20902501875006,0.0,0.0,3.0,3.0,3.0,0.0,9266.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,Automattic/mongoose
10.0,0.0,9266.0,0.0,0.0,1.0,1.0,3.0,10.0,0.0,1.0,1.0,1.0,0.0,2,33.33333333333333,0.0,0.0377666090908823,8.571428571428571,971.1413766226888,29,7,15,8,14,53.9522987012605,15,113.29982727264704,10.0,9.0,9.0,10.0,10.0,0.0,9266.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1,10.0,0.0,0.0,0.0,0.0,9.0,10.0,4.0,0,0.0,0.0,0.0,0.0,0.0,Automattic/mongoose
10.0,0.0,9266.0,0.0,0.0,1.0,1.0,6.0,10.0,0.0,1.0,1.0,1.0,0.0,4,80.0,0.0,0.066718800023077,15.625,3127.4437510817347,48,8,25,10,23,173.74687506009636,18,200.15640006923093,10.0,10.0,10.0,10.0,10.0,0.0,9266.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1,10.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,0,0.0,0.0,0.0,0.0,0.0,Automattic/mongoose
6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.53846157,0.0,0.0,0.0,7.0,2,66.66666666666666,7.0,0.0155023311094743,4.0,186.0279733136923,14,5,8,5,6,10.33488740631624,10,46.50699332842308,0.0,0.0,6.0,6.0,6.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1,6.0,0.0,0.0,0.53846157,7.0,6.0,6.0,4.0,0,0.0,0.0,0.0,0.0,0.0,balderdashy/sails
18.0,0.0,1069.0,0.0,0.0,0.0,0.0,0.0,18.0,0.53333336,0.0,0.0,0.0,16.0,2,22.222222222222214,14.0,0.0531370169362544,14.285714285714285,2277.3007258394755,39,7,20,10,19,126.51670699108196,17,159.41105080876326,0.0,0.0,14.0,17.0,18.0,0.0,1069.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1,18.0,0.0,0.0,0.516129,16.0,15.0,18.0,6.0,0,0.0,0.0,0.0,5.0,0.0,balderdashy/sails
2.0,0.0,1283.0,0.0,227.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1,50.0,0.0,0.0061918082530329,3.75,69.65784284662087,8,2,5,3,3,3.869880158145604,5,18.57542475909889,0.0,0.0,4.0,4.0,3.0,0.0,1497.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1,4.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0,0.0,0.0,0.0,0.0,0.0,balderdashy/sails
3.0,0.0,1295.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0068932333352564,2.0,41.3594000115385,8,3,4,3,4,2.2977444450854723,6,20.67970000576925,0.0,0.0,3.0,3.0,3.0,0.0,1295.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,balderdashy/sails
6.0,0.0,1295.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2,50.0,0.0,0.0390689059560851,5.666666666666666,664.1714012534483,30,9,17,6,13,36.89841118074712,15,117.20671786825557,0.0,0.0,6.0,6.0,6.0,0.0,1295.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1,6.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,0,0.0,0.0,0.0,0.0,0.0,balderdashy/sails
6.0,0.0,1295.0,0.0,0.0,0.0,0.0,0.0,6.0,0.33333334,0.0,0.0,0.0,2.0,1,50.0,0.0,0.0413333333333333,1.2857142857142858,159.42857142857144,31,14,18,2,13,8.857142857142858,16,124.0,0.0,0.0,4.0,6.0,6.0,0.0,1295.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0,6.0,0.0,0.0,0.33333334,2.0,4.0,6.0,2.0,0,0.0,0.0,0.0,0.0,0.0,balderdashy/sails
3.0,0.0,1295.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.004,4.5,54.0,6,1,3,3,3,3.0,4,12.0,0.0,0.0,3.0,3.0,3.0,0.0,1295.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,balderdashy/sails
6.0,0.0,631.25,1.3333334,122.33333600000002,0.0,0.0,0.0,18.0,0.1875,0.0,0.0,0.0,3.0,4,50.0,0.0,0.0820414593526868,5.638888888888888,1387.8680207162852,53,18,29,7,24,77.1037789286825,25,246.1243780580604,0.0,0.0,13.0,18.0,8.0,0.0,1444.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,4.0,2.0,0.0,0.0,3.0,8.0,3.0,3,18.0,0.0,4.0,0.1875,3.0,13.0,18.0,8.0,0,0.0,0.0,0.0,6.0,0.0,balderdashy/sails
15.0,11.0,536.0,1.0,211.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3,150.0,0.0,0.0291897210691082,4.5,394.061234432962,23,8,12,6,11,21.892290801831223,14,87.56916320732489,0.0,0.0,4.0,4.0,15.0,11.0,1069.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0,15.0,11.0,1.0,0.0,0.0,4.0,4.0,2.0,0,0.0,0.0,0.0,1.0,0.0,balderdashy/sails
3.0,0.0,1148.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,0.0,1.0,1,100.0,1.0,0.0038698801581456,1.0,11.60964047443681,5,3,3,2,2,0.6449800263576005,5,11.60964047443681,0.0,0.0,3.0,3.0,3.0,0.0,1148.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0,3.0,0.0,0.0,0.25,1.0,3.0,3.0,2.0,0,0.0,0.0,0.0,0.0,0.0,balderdashy/sails
5.0,0.0,1295.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2,66.66666666666666,0.0,0.0232534966642115,6.0,418.5629399558077,21,5,12,5,9,23.25349666421154,10,69.76048999263462,0.0,0.0,5.0,5.0,5.0,0.0,1295.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2,5.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,1,0.0,0.0,0.0,0.0,0.0,balderdashy/sails
6.0,0.0,1295.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2,66.66666666666666,0.0,0.0207565897118237,3.75,233.5116342580176,18,6,9,5,9,12.972868569889863,11,62.26976913547136,0.0,0.0,6.0,6.0,6.0,0.0,1295.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,0,0.0,0.0,0.0,4.0,0.0,balderdashy/sails
3.0,0.0,1295.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0094781958359775,3.0,85.30376252379816,11,3,6,3,5,4.739097917988786,6,28.43458750793272,0.0,0.0,3.0,3.0,3.0,0.0,1295.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,balderdashy/sails
18.791666,10.833333,545.7143,4.6,13.444445000000002,0.0,0.0,0.0,321.0,0.57758623,0.0,0.0,0.0,67.0,12,36.36363636363637,0.0,0.3894985909102976,24.791666666666664,28968.95769895337,204,36,105,17,99,1609.3865388307431,53,1168.495772730893,0.0,0.0,49.0,149.0,74.0,60.0,1497.0,14.0,13.0,0.0,2.0,2.0,24.0,5.0,28.0,3.0,12.0,0.0,15.0,29.0,2.0,2,451.0,130.0,69.0,0.4068441,107.0,156.0,321.0,108.0,1,0.0,0.0,0.0,23.0,0.0,balderdashy/sails
14.7,8.428572,377.23077,3.8333333,17.666666,0.0,0.0,0.0,88.0,0.31944445,0.0,0.0,0.0,23.0,8,42.105263157894726,0.0,0.1716666666666666,10.76086956521739,5541.847826086955,103,23,55,9,48,307.8804347826087,32,515.0,0.0,0.0,49.0,88.0,48.0,33.0,1247.0,10.0,16.0,0.0,4.0,4.0,10.0,0.0,13.0,1.0,7.0,2.0,6.0,30.0,0.0,0,147.0,59.0,23.0,0.31944445,23.0,49.0,88.0,30.0,0,0.0,0.0,0.0,5.0,0.0,balderdashy/sails
6.5,1.0,3.6666667,0.0,0.0,0.0,0.0,0.0,11.0,0.25,0.0,0.0,0.0,2.0,3,75.0,0.0,0.0533037798369441,5.384615384615384,861.0610589044824,37,13,20,7,17,47.83672549469347,20,159.9113395108324,0.0,0.0,6.0,11.0,12.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,4.0,0.0,0,13.0,2.0,0.0,0.25,2.0,6.0,11.0,4.0,0,0.0,0.0,0.0,1.0,0.0,balderdashy/sails
43.0,0.0,1295.0,0.0,0.0,0.0,0.0,0.0,43.0,0.29032257,0.0,0.0,0.0,9.0,5,31.25,0.0,0.1519286868518642,12.925,5891.034832681034,92,20,47,11,45,327.27971292672413,31,455.7860605555927,0.0,0.0,22.0,35.0,43.0,0.0,1295.0,0.0,5.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,14.0,0.0,0,43.0,0.0,0.0,0.23076923,9.0,30.0,43.0,20.0,0,0.0,0.0,0.0,9.0,0.0,balderdashy/sails
4.0,0.0,1295.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1,50.0,0.0,0.009357849740192,1.4,39.302968908806456,10,5,7,2,3,2.1834982727114696,7,28.07354922057604,0.0,0.0,4.0,4.0,4.0,0.0,1295.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,3,4.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0,0.0,0.0,0.0,0.0,0.0,balderdashy/sails
5.0,0.0,1295.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,1.0,1,50.0,0.0,0.0413333333333333,1.2857142857142858,159.42857142857144,31,14,18,2,13,8.857142857142858,16,124.0,0.0,0.0,4.0,5.0,5.0,0.0,1295.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0,5.0,0.0,0.0,0.2,1.0,4.0,5.0,2.0,0,0.0,0.0,0.0,0.0,0.0,balderdashy/sails
6.0,0.0,1295.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2,66.66666666666666,0.0,0.022146187299249,5.0,332.19280948873626,20,5,10,5,10,18.45515608270757,10,66.43856189774725,0.0,0.0,6.0,6.0,6.0,0.0,1295.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,0,0.0,0.0,0.0,4.0,0.0,balderdashy/sails
10.0,0.0,2303.0,0.0,0.0,0.0,0.0,0.0,10.0,0.33333334,0.0,0.0,0.0,3.0,2,66.66666666666666,0.0,0.0718310791779648,6.0,1292.9594252033662,47,16,24,8,23,71.8310791779648,24,215.4932375338944,0.0,0.0,6.0,10.0,10.0,0.0,2303.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3,10.0,0.0,0.0,0.33333334,3.0,6.0,10.0,3.0,0,0.0,0.0,0.0,2.0,0.0,balderdashy/sails
3.0,0.0,2303.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,50.0,0.0,0.0286122398887523,2.916666666666667,250.3570990265833,21,12,14,5,7,13.908727723699071,17,85.83671966625714,0.0,0.0,3.0,3.0,3.0,0.0,2303.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1,0.0,0.0,0.0,0.0,0.0,balderdashy/sails
79.5,8.0,1593.3334,1.0,25.0,0.0,0.0,0.0,151.0,0.41025642,0.0,0.0,0.0,16.0,1,5.882352941176469,0.0,0.1154544052957588,4.290322580645161,1486.0099262260574,66,31,38,7,28,82.55610701255874,38,346.3632158872766,0.0,0.0,23.0,50.0,151.0,8.0,2303.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,4.0,1.0,1,159.0,8.0,2.0,0.33898306,40.0,78.0,151.0,41.0,1,0.0,0.0,0.0,2.0,0.0,balderdashy/sails
103.0,0.0,2303.0,0.0,0.0,0.0,0.0,0.0,103.0,0.2857143,0.0,0.0,0.0,2.0,1,50.0,0.0,0.0116230583386218,2.4,83.68602003807705,11,5,6,4,5,4.649223335448725,9,34.86917501586544,0.0,0.0,5.0,11.0,103.0,0.0,2303.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1,103.0,0.0,0.0,0.2962962999999999,24.0,57.0,103.0,37.0,1,0.0,0.0,0.0,2.0,0.0,balderdashy/sails
54.0,0.0,2303.0,0.0,0.0,0.0,0.0,0.0,54.0,0.20930232,0.0,0.0,0.0,9.0,13,40.625,0.0,0.4655359103148559,26.14864864864865,36519.404856455934,245,37,129,15,116,2028.8558253586623,52,1396.6077309445675,0.0,0.0,34.0,54.0,54.0,0.0,2303.0,0.0,14.0,0.0,6.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,2.0,2,54.0,0.0,0.0,0.20930232,9.0,34.0,54.0,23.0,1,0.0,0.0,0.0,0.0,0.0,balderdashy/sails
94.0,0.0,2303.0,0.0,0.0,0.0,0.0,0.0,94.0,0.37037036,0.0,0.0,0.0,10.0,3,25.0,0.0,0.1607175345309422,11.916666666666664,5745.651859481187,94,24,52,11,42,319.2028810822881,35,482.1526035928269,0.0,0.0,17.0,33.0,94.0,0.0,2303.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0,94.0,0.0,0.0,0.28947368,22.0,54.0,94.0,35.0,1,0.0,0.0,0.0,2.0,0.0,balderdashy/sails
35.0,0.0,835.0,0.0,0.0,0.0,0.0,0.0,35.0,0.25,0.0,0.0,0.0,4.0,3,33.33333333333333,0.0,0.1194010044931406,10.25,3671.580888164074,73,20,41,10,32,203.9767160091152,30,358.2030134794218,0.0,0.0,12.0,21.0,35.0,0.0,835.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,2.0,2,35.0,0.0,0.0,0.20689656,6.0,23.0,35.0,18.0,0,0.0,0.0,0.0,8.0,0.0,balderdashy/sails
22.5,0.0,839.5,0.0,2.0,0.0,0.0,0.0,45.0,0.16129032,0.0,0.0,0.0,5.0,4,22.222222222222214,0.0,0.196443573502663,10.816666666666665,6374.593960161416,110,30,59,11,51,354.14410889785654,41,589.3307205079893,0.0,0.0,26.0,36.0,38.0,0.0,844.0,0.0,7.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,20.0,3.0,3,45.0,0.0,0.0,0.18965517,11.0,47.0,69.0,38.0,1,0.0,0.0,0.0,13.0,0.0,balderdashy/sails
3.0,0.0,835.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0065504948181344,1.0,19.651484454403228,7,5,5,2,2,1.0917491363557348,7,19.651484454403228,0.0,0.0,3.0,3.0,3.0,0.0,835.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,3,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0.0,0.0,0.0,3.0,0.0,balderdashy/sails
134.0,0.0,835.0,0.0,0.0,0.0,0.0,0.0,134.0,0.24324325,0.0,0.0,0.0,18.0,1,2.4390243902439024,0.0,0.3819789251826841,9.617647058823527,11021.215458947448,194,51,109,9,85,612.2897477193026,60,1145.9367755480523,0.0,0.0,56.0,96.0,134.0,0.0,835.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,3.0,3,134.0,0.0,0.0,0.21621622,24.0,87.0,134.0,27.0,1,0.0,0.0,0.0,16.0,0.0,balderdashy/sails
7.0,0.0,835.0,0.0,0.0,0.0,0.0,0.0,7.0,0.125,0.0,0.0,0.0,1.0,1,25.0,1.0,0.0253823661470506,2.4,182.75303625876492,20,10,12,4,8,10.152946458820274,14,76.14709844115208,0.0,0.0,7.0,7.0,7.0,0.0,835.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1,7.0,0.0,0.0,0.125,1.0,7.0,7.0,3.0,0,0.0,0.0,0.0,1.0,0.0,balderdashy/sails
11.0,0.0,835.0,0.0,0.0,0.0,0.0,0.0,11.0,0.2,0.0,0.0,0.0,1.0,1,100.0,1.0,0.0051699250014423,1.5,23.264662506490406,6,3,3,3,3,1.2924812503605778,6,15.509775004326936,0.0,0.0,4.0,4.0,11.0,0.0,835.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0,11.0,0.0,0.0,0.083333336,1.0,11.0,11.0,8.0,0,0.0,0.0,0.0,3.0,0.0,balderdashy/sails
3.0,0.0,835.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0094781958359775,3.0,85.30376252379816,11,3,6,3,5,4.739097917988786,6,28.43458750793272,0.0,0.0,3.0,3.0,3.0,0.0,835.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,balderdashy/sails
5.0,0.0,835.0,0.0,0.0,0.0,0.0,0.0,5.0,0.25,0.0,0.0,0.0,1.0,1,100.0,0.0,0.0112294196882304,2.25,75.79858289555531,12,4,6,3,6,4.211032383086407,7,33.688259064691245,0.0,0.0,3.0,5.0,5.0,0.0,835.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,5.0,0.0,0.0,0.25,1.0,3.0,5.0,1.0,0,0.0,0.0,0.0,0.0,0.0,balderdashy/sails
10.0,0.0,835.0,0.0,0.0,0.0,0.0,0.0,10.0,0.2857143,0.0,0.0,0.0,2.0,2,66.66666666666666,0.0,0.0326997027300027,3.8181818181818175,374.56023127094033,24,11,14,6,10,20.80890173727446,17,98.09910819000817,0.0,0.0,5.0,10.0,10.0,0.0,835.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1,10.0,0.0,0.0,0.2857143,2.0,5.0,10.0,3.0,0,0.0,0.0,0.0,3.0,0.0,balderdashy/sails
3.0,0.0,835.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0084220647661728,1.875,47.37411430972208,9,4,5,3,4,2.6318952394290043,7,25.26619429851844,0.0,0.0,3.0,3.0,3.0,0.0,835.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,balderdashy/sails
